sentence,episode,matched_name,cleaned_sentence
"be careful what you say... when i get mad, i heat up...",298,sanji,careful say mad heat
"if you're gonna laugh, now's the time to do it.",298,sanji,laugh time
the leg of the devil... diable jambe.,298,sanji,leg devil diable jambe
a heated-up leg... hitting with high speed...,298,sanji,heatedup leg hit high speed
has the same power as the devil.,298,sanji,power devil
diable jambe premier haché!,298,sanji,diable jambe premier haché
"no, i had no choice... the last kick... is the finishing blow. diable jambe...",298,sanji,choice kick finishing blow diable jambe
flambage...,298,sanji,flambage
shot! cooking is a gift from the gods... spices are a gift from the devil. looks like it was a little too spicy for you.,298,sanji,shot cooking gift god spice gift devil look like little spicy
"fine, show me... the full fighting potential of a giraffe!",298,roronoa zoro,fine fight potential giraffe
"oh, i've got it!",299,usopp,
what?,299,nami,
"we can... if i'm here, we can save robin! dammit!",299,usopp,save robin dammit
"""dammit?"" can't you do this without getting worked up?",299,nami,dammit work
"let's hurry, nami-kun!",299,usopp,hurry namikun
it seems we don't agree. it doesn't matter what you do.,299,rob lucci,agree matter
i don't have time for this... gomu gomu no gatling! stamp! muchi!,299,monkey d. luffy,time gomu gomu gatling stamp muchi
yari!,299,monkey d. luffy,yari
i don't intend to run... i don't intend to be killed... i don't intend to forgive you.,299,sanji,intend run intend kill intend forgive
"be careful what you say... when i get mad, i heat up... this is the same power as the devil. diable jambe...",299,sanji,careful say mad heat power devil diable jambe
flambage...,299,sanji,flambage
shot! cooking is a gift from the gods... spices are a gift from the devil. looks like it was a little too spicy for you.,299,sanji,shot cooking gift god spice gift devil look like little spicy
onigiri!,299,roronoa zoro,onigiri
"the giraffe and the marimo... are they trying to collapse this tower? this is... ""gate of justice""... if i follow this, can i get there? nami-san probably already went to where robin-chan is. i need to hurry and get this number one key over there too... i should go.",299,sanji,giraffe marimo try collapse tower gate justice follow namisan probably robinchan need hurry number key
luffy... everyone... everyone...!,299,nico robin,luffy
"hurry, hurry! there's no point if i don't make it in time. what's that?",299,franky,hurry hurry point make time
10 minutes until arrival at our destination! all ships confirm your positions. yessir!,299,marine,minute arrival destination ship confirm position yessir
is this the exit? you- strawhat!,299,franky,exit strawhat
"franky! bastard, why're you here?!",299,rob lucci,franky bastard
"now's not the time to be mad at me, idiot! i'm on your side for now. just give it up! lucci's here? are you having trouble with him? where's nico robin? i brought two of the keys. you need help?",299,franky,time mad idiot lucci trouble nico robin bring key need help
no... more importantly... please stop robin! you can get to the gate of justice through the door behind pigeon-guy! robin already got taken through! i'll take care of him.,299,monkey d. luffy,importantly stop robin gate justice door pigeonguy robin care
"just leave it to me, bastard!",299,franky,leave bastard
"i already said i don't care, herbivore. but for now i've gotta get your key. if i don't make it in time, it's the same as losing. nitouryuu",299,roronoa zoro,say care herbivore key make time losing nitouryuu
nigiri.,299,roronoa zoro,nigiri
i dunno. tourou!,299,roronoa zoro,dunno tourou
outourou!,299,roronoa zoro,outourou
hirameki!,299,roronoa zoro,hirameki
samon!,299,roronoa zoro,samon
what?!,299,roronoa zoro,
"shut up, what the hell're you doing?!",299,roronoa zoro,shut hell
what?,299,roronoa zoro,
are you even trying to fight?!,299,roronoa zoro,try fight
throwing attacks around... shit! i can't block!,299,roronoa zoro,throw attack shit block
...bastard...,299,roronoa zoro,bastard
"i've trained, giraffe-jar.",299,roronoa zoro,train giraffejar
giraffe-jar.,299,roronoa zoro,giraffejar
"shut up! ""giraffe-jar"", ""i'm a giraffe""... it's just annoying, it doesn't matter which it is!",299,roronoa zoro,shut giraffejar giraffe annoying matter
"and you should prepare yourself. playtime is over. first, that ""tekkai""... i'll break it!",299,roronoa zoro,prepare playtime tekkai break
"yeah, of course. should i try? ittouryuu",299,roronoa zoro,yeah course try ittouryuu
iai...,299,roronoa zoro,iai
shishi sonson!,299,roronoa zoro,shishi sonson
really? then i'm gonna have to go about this differently. ichi gorilla...,299,roronoa zoro,really differently ichi gorilla
ni gorilla...,299,roronoa zoro,gorilla
"now, come. santouryuu...",299,roronoa zoro,come santouryuu
ni-gori zake!,299,roronoa zoro,nigori zake
talking like that from such a high place... you didn't even consider that you could be defeated too you're too full of yourself!,299,roronoa zoro,talk like high place consider defeat
gomu gomu no gatling!,299,monkey d. luffy,gomu gomu gatling
kami-e.,299,rob lucci,kamie
gomu gomu no pistol!,299,monkey d. luffy,gomu gomu pistol
soru.,299,rob lucci,soru
strawhat!,299,franky,strawhat
rankyaku.,299,rob lucci,rankyaku
weapons left! what?,299,franky,weapon leave
gomu gomu no rocket!,299,monkey d. luffy,gomu gomu rocket
what?,299,franky,
gomu gomu no bazooka!,299,monkey d. luffy,gomu gomu bazooka
strawhat! yosh. just don't move!,299,franky,strawhat yosh
wait! don't do anything stupid! just go! i told you i'd take care of him!,299,monkey d. luffy,wait stupid tell care
take care of him? aren't you being stupid? let's just work together!,299,franky,care stupid work
"franky! this guy's my opponent. i have to defeat him! i'll say it one more time: you hurry and go to robin! and please stop her! if you don't, robin will be gone! if we don't get her back, we'll lose her!",299,monkey d. luffy,franky opponent defeat say time hurry robin stop robin lose
"you... stop, sea train! give back tom-san!",299,franky,stop sea train tomsan
impossible. i won't let you escape.,299,rob lucci,impossible escape
strawhat...,299,franky,strawhat
hurry! go!,299,monkey d. luffy,hurry
...you... got it!,299,franky,
didn't i say... i wouldn't let you escape? geppou! soru!,299,rob lucci,say escape geppou soru
shigan.,299,rob lucci,shigan
i already told you... i'm your opponent!,299,monkey d. luffy,tell opponent
enough talk. show me.,299,roronoa zoro,talk
there's no giraffes like that.,299,roronoa zoro,giraffe like
it stretched?! i shouldn't even have to tell you... but that long neck of yours is your weak spot!,299,roronoa zoro,stretch tell long neck weak spot
what the hell kinda animal is he?,299,roronoa zoro,hell kinda animal
what the hell is with your body?!,299,roronoa zoro,hell body
don't name your attacks now!,299,roronoa zoro,attack
was that all you could think of?! this is too much talking... santouryuu... tatsumaki!,299,roronoa zoro,think talk santouryuu tatsumaki
he jumped to the floor above?,299,roronoa zoro,jump floor
even if giraffes are the most powerful... even if you can fully use that annoying neck... even if you are a yontouryuu user...,299,roronoa zoro,giraffe powerful fully use annoy neck yontouryuu user
you still have no chance of defeating me! you're so full of yourself... kyuutouryuu!,299,roronoa zoro,chance defeat kyuutouryuu
lucci's here? are you having trouble with him? where's nico robin? i brought two of the keys. you need help?,300,franky,lucci trouble nico robin bring key need help
no... more importantly... please stop robin! you can get to the gate of justice through the door behind pigeon-guy! robin already got taken through! i'll take care of him.,300,monkey d. luffy,importantly stop robin gate justice door pigeonguy robin care
"just leave it to me, bastard!",300,franky,leave bastard
even if giraffes are the most powerful... even if you can fully use that annoying neck... even if you are a yontouryuu user...,300,roronoa zoro,giraffe powerful fully use annoy neck yontouryuu user
you still have no chance of defeating me!,300,roronoa zoro,chance defeat
santouryuu...,300,roronoa zoro,santouryuu
hyou...,300,roronoa zoro,hyou
kin...,300,roronoa zoro,kin
dama!,300,roronoa zoro,dama
what are you so surprised about? this couldn't have really been the first time you've been hurt.,300,roronoa zoro,surprise really time hurt
shit!,300,roronoa zoro,shit
what a powerful attack...,300,roronoa zoro,powerful attack
bastard...,300,roronoa zoro,bastard
"you got cocky... and said too much, bastard.",300,roronoa zoro,cocky say bastard
idiot... you're the one that should give up. demonic spirit... kyuutouryuu,300,roronoa zoro,idiot demonic spirit kyuutouryuu
asura.,300,roronoa zoro,asura
you're also the one... that's too late.,300,roronoa zoro,late
